item set size (N),co-occurrence frequency,item 1 id,item 2 id,item 3 id
3,13,41,48,5164
3,13,38,39,2425
3,13,38,110,3616
3,13,32,164,165
3,13,48,164,698
3,13,39,48,1769
3,13,39,338,475
3,13,39,310,549
3,13,39,48,4292
3,13,39,156,475
3,13,48,208,789
3,13,39,166,682
3,13,39,310,824
3,13,32,48,973
3,13,48,89,3012
3,13,32,533,3012
3,13,39,41,2623
3,13,39,48,4660
3,13,38,78,170
3,13,38,41,1638
3,13,38,110,371
3,13,39,48,4392
3,13,39,48,2315
3,13,39,2241,2629
3,13,39,310,1135
3,13,41,310,2440
3,13,39,310,2440
3,13,32,41,734
3,13,32,41,1062
3,13,39,41,5323
3,13,39,48,4348
3,13,19,48,408
3,13,41,225,4899
3,13,38,41,703
3,13,41,178,806
3,13,39,89,1966
3,13,48,89,345
3,13,32,1146,2238
3,13,32,39,432
3,13,31,48,1327
3,13,39,41,3345
3,13,39,41,3292
3,13,38,41,2991
3,13,175,225,270
3,13,41,175,2238
3,13,32,41,1529
3,13,32,38,1529
3,13,39,225,842
3,13,39,208,225
3,13,39,48,1688
3,13,39,41,1708
3,13,41,48,668
3,13,38,41,4698
3,13,39,41,668
3,13,41,48,2639
3,13,39,48,5349
3,13,41,48,3759
3,13,39,48,5931
3,13,41,48,901
3,13,41,147,338
3,13,41,48,5315
3,13,39,2669,3012
3,13,41,48,2669
3,13,38,39,659
3,13,39,41,4447
3,13,39,48,707
3,13,38,39,987
3,13,32,39,1697
3,13,32,107,549
3,13,32,107,548
3,13,39,48,5461
3,13,39,41,58
3,13,38,41,1355
3,13,39,60,475
3,13,32,36,1146
3,13,39,1146,1198
3,13,32,39,1027
3,13,38,175,178
3,13,48,271,310
3,13,38,41,1615
3,13,48,249,271
3,13,38,48,1615
3,13,39,41,2115
3,13,39,48,994
3,13,41,48,4996
3,13,9,41,604
3,13,32,48,769
3,13,39,48,6095
3,13,41,48,500
3,13,32,48,389
3,13,32,48,2441
3,13,39,225,846
3,13,41,48,2054
3,13,39,48,6155
3,13,32,48,899
3,13,41,65,789
3,13,48,475,1859
3,13,9,48,1146
3,13,41,48,2634
3,13,39,48,6194
3,13,41,65,438
3,13,39,41,944
3,13,32,39,643
3,13,41,48,768
3,13,39,41,768
3,13,107,961,1067
3,13,39,48,1503
3,13,39,48,6251
3,13,39,623,6266
3,13,39,48,2387
3,13,38,48,1783
3,13,32,41,426
3,13,32,48,1192
3,13,165,167,684
3,13,39,48,5830
3,13,41,48,211
3,13,38,39,1616
3,13,39,4973,5782
3,13,39,48,6387
3,13,41,48,4297
3,13,38,39,407
3,13,38,41,913
3,13,38,39,398
3,13,41,48,3872
3,13,39,48,6461
3,13,48,675,979
3,13,41,48,554
3,13,39,1146,1859
3,13,32,38,264
3,13,32,48,1939
3,13,39,2623,2874
3,13,39,48,5178
3,13,39,48,6575
3,13,38,39,4070
3,13,48,1198,1859
3,13,32,41,1385
3,13,32,65,117
3,13,39,147,1327
3,13,32,647,769
3,13,39,48,3132
3,13,39,48,4503
3,13,36,38,855
3,13,39,48,5143
3,13,36,38,1659
3,13,39,41,431
3,13,39,846,1327
3,13,41,170,255
3,13,36,38,1269
3,13,32,41,2812
3,13,39,48,1127
3,13,32,38,3005
3,13,41,48,2113
3,13,41,48,444
3,13,32,39,4214
3,13,38,48,812
3,13,39,48,6404
3,13,32,48,3102
3,13,39,48,4310
3,13,32,48,209
3,13,38,48,3510
3,13,41,48,3537
3,13,38,39,534
3,13,32,39,1702
3,13,32,41,2495
3,13,41,65,208
3,13,48,117,533
3,13,39,48,2313
3,13,39,48,1332
3,13,107,136,1067
3,13,48,204,4698
3,13,32,39,5943
3,13,39,41,1545
3,13,41,48,1191
3,13,39,48,2962
3,13,32,39,1529
3,13,39,41,2651
3,13,32,41,164
3,13,39,204,4698
3,13,38,39,3412
3,13,48,475,1600
3,13,39,48,64
3,13,39,48,744
3,13,32,41,3012
3,13,48,1152,6082
3,13,1152,1868,6082
3,13,41,48,6082
3,13,48,687,6082
3,13,39,687,6082
3,13,48,1327,2238
3,13,39,41,1646
3,13,32,39,1847
3,13,41,48,3185
3,13,32,39,4940
3,13,32,39,485
3,13,32,225,1146
3,13,32,39,1417
3,13,39,533,1043
3,13,48,533,1146
3,13,38,48,2879
3,13,41,48,69
3,13,41,65,544
3,13,41,48,966
3,13,41,197,623
3,13,9,48,1327
3,13,41,48,7205
3,13,39,41,4536
3,13,32,39,3202
3,13,38,110,647
3,13,39,48,2654
3,13,39,48,2223
3,13,48,237,1198
3,13,39,65,156
3,13,39,41,1821
3,13,39,65,592
3,13,32,39,973
3,13,48,65,156
3,13,39,170,1986
3,13,41,48,1111
3,13,41,48,1594
3,13,39,41,7176
3,13,32,48,3451
3,13,39,41,5813
3,13,48,406,2056
3,13,48,103,225
3,13,39,48,3467
3,13,41,48,7975
3,13,41,65,570
3,13,39,65,407
3,13,38,39,911
3,13,38,39,8718
3,13,39,41,2162
3,13,41,48,3019
3,13,39,48,8879
3,13,32,48,7429
3,13,39,48,3538
3,13,38,39,1030
3,13,39,41,9011
3,13,39,41,9015
3,13,39,48,9015
3,13,39,41,8959
3,13,39,48,5271
3,13,41,48,9059
3,13,39,271,8978
3,13,41,270,8978
3,13,48,1593,1677
3,13,41,48,1821
3,13,41,48,4358
3,13,39,41,2814
3,13,48,78,1593
3,13,32,48,9304
3,13,39,48,8004
3,13,32,39,4859
3,13,38,39,9579
3,13,39,48,9620
3,13,41,48,9547
3,13,39,48,9631
3,13,39,89,200
3,13,39,200,623
3,13,39,9501,9669
3,13,48,200,9510
3,13,48,103,200
3,13,39,200,9510
3,13,48,200,2056
3,13,48,200,623
3,13,41,9617,9669
3,13,48,911,4070
3,13,39,48,10074
3,13,32,39,10125
3,13,38,39,10125
3,13,39,48,10087
3,13,39,48,10129
3,13,41,78,1146
3,13,39,48,10175
3,13,38,48,10611
3,13,32,48,10753
3,13,39,41,10469
3,13,32,39,10446
3,12,38,41,42
3,12,42,44,45
3,12,38,44,45
3,12,38,48,51
3,12,38,48,171
3,12,38,48,169
3,12,32,38,179
3,12,39,234,237
3,12,39,235,237
3,12,39,48,273
3,12,48,79,237
3,12,38,39,309
3,12,38,41,345
3,12,38,48,345
3,12,39,41,375
3,12,41,89,384
3,12,48,89,384
3,12,36,38,123
3,12,38,48,467
3,12,48,237,396
3,12,39,237,396
3,12,39,48,494
3,12,38,170,178
3,12,48,170,270
3,12,38,48,534
3,12,48,338,533
3,12,38,89,338
3,12,39,48,546
3,12,39,48,556
3,12,39,41,560
3,12,41,48,566
3,12,32,48,563
3,12,41,48,569
3,12,36,48,78
3,12,39,48,638
3,12,41,48,639
3,12,48,89,110
3,12,38,48,389
3,12,39,48,669
3,12,39,682,684
3,12,39,48,687
3,12,38,48,248
3,12,39,48,737
3,12,38,48,734
3,12,38,39,734
3,12,39,48,761
3,12,11,48,225
3,12,41,48,67
3,12,38,48,649
3,12,39,41,803
3,12,41,48,803
3,12,38,39,649
3,12,38,48,792
3,12,38,39,441
3,12,39,89,812
3,12,39,570,723
3,12,39,48,678
3,12,32,41,47
3,12,32,39,926
3,12,38,39,925
3,12,38,41,924
3,12,32,48,932
3,12,38,170,272
3,12,38,41,178
3,12,32,38,272
3,12,38,39,213
3,12,32,39,940
3,12,39,213,272
3,12,39,41,959
3,12,32,41,973
3,12,39,48,1011
3,12,175,806,1026
3,12,39,48,754
3,12,48,352,533
3,12,32,548,1067
3,12,39,41,1114
3,12,38,39,346
3,12,39,41,1153
3,12,39,797,1153
3,12,36,48,255
3,12,41,48,1173
3,12,23,39,604
3,12,39,48,1215
3,12,39,41,1237
3,12,38,48,357
3,12,39,117,475
3,12,39,48,1252
3,12,41,271,1146
3,12,41,48,558
3,12,38,48,1315
3,12,39,48,875
3,12,41,1269,1379
3,12,41,1269,1378
3,12,308,1378,1380
3,12,39,48,1402
3,12,38,39,1425
3,12,41,48,1318
3,12,48,101,170
3,12,39,48,188
3,12,41,301,604
3,12,32,39,1277
3,12,32,48,1277
3,12,41,48,719
3,12,48,301,310
3,12,39,1533,1534
3,12,39,65,155
3,12,48,65,155
3,12,39,48,1546
3,12,39,155,589
3,12,39,65,824
3,12,39,41,1569
3,12,39,89,1593
3,12,39,89,479
3,12,38,41,1591
3,12,48,734,1146
3,12,39,41,1628
3,12,39,41,1629
3,12,39,48,1628
3,12,39,677,1004
3,12,41,48,1656
3,12,39,297,522
3,12,39,522,544
3,12,41,48,1708
3,12,41,48,1710
3,12,39,41,344
3,12,38,39,1744
3,12,39,592,677
3,12,48,592,677
3,12,39,48,266
3,12,41,48,1842
3,12,41,170,438
3,12,39,41,915
3,12,39,237,549
3,12,39,48,1865
3,12,41,65,338
3,12,41,48,1871
3,12,41,48,1868
3,12,41,65,956
3,12,38,89,237
3,12,41,101,237
3,12,38,45,170
3,12,38,89,1327
3,12,38,170,384
3,12,38,39,1000
3,12,48,237,592
3,12,38,39,1727
3,12,41,48,71
3,12,41,48,1428
3,12,41,65,1103
3,12,39,41,1428
3,12,48,65,1578
3,12,39,48,1907
3,12,39,65,805
3,12,39,48,1576
3,12,38,41,1103
3,12,38,39,1513
3,12,32,39,1922
3,12,41,48,1922
3,12,32,48,447
3,12,41,107,136
3,12,41,48,941
3,12,37,41,89
3,12,39,48,1999
3,12,39,48,2014
3,12,32,41,903
3,12,39,48,1654
3,12,31,39,1198
3,12,9,39,208
3,12,41,48,1990
3,12,39,48,641
3,12,41,48,2064
3,12,41,48,984
3,12,41,65,464
3,12,39,48,2098
3,12,38,48,259
3,12,41,48,88
3,12,38,39,2269
3,12,38,39,1683
3,12,39,1146,1956
3,12,39,41,2166
3,12,39,310,338
3,12,39,48,1415
3,12,39,48,2371
3,12,39,65,1704
3,12,39,60,1233
3,12,39,41,839
3,12,36,39,1659
3,12,48,110,475
3,12,38,110,855
3,12,48,249,1327
3,12,48,1004,2329
3,12,41,48,1260
3,12,36,39,2225
3,12,38,39,555
3,12,41,48,2513
3,12,38,41,49
3,12,41,48,2519
3,12,39,48,2518
3,12,38,41,186
3,12,39,48,2129
3,12,39,48,2529
3,12,39,41,2544
3,12,41,79,1198
3,12,39,41,2566
3,12,39,65,195
3,12,32,48,492
3,12,32,48,1188
3,12,32,38,1715
3,12,39,123,592
3,12,39,379,1327
3,12,39,41,2657
3,12,38,48,1479
3,12,36,39,533
3,12,38,39,1479
3,12,39,41,1536
3,12,39,41,671
3,12,39,41,2712
3,12,38,170,671
3,12,39,48,2740
3,12,39,48,2650
3,12,32,39,1811
3,12,39,48,619
3,12,39,89,740
3,12,39,41,2747
3,12,39,41,284
3,12,32,48,572
3,12,39,94,475
3,12,39,48,969
3,12,39,41,2800
3,12,38,41,1489
3,12,38,39,2792
3,12,48,475,604
3,12,38,48,94
3,12,38,39,2708
3,12,38,41,757
3,12,11,39,604
3,12,39,2065,2818
3,12,39,48,2837
3,12,36,48,438
3,12,48,255,533
3,12,39,48,2865
3,12,39,48,2867
3,12,41,1198,1327
3,12,39,41,1469
3,12,38,39,2364
3,12,39,41,2408
3,12,39,475,878
3,12,38,39,1557
3,12,39,41,466
3,12,41,65,1859
3,12,41,65,592
3,12,39,48,2930
3,12,39,1327,2225
3,12,39,334,1327
3,12,39,41,2977
3,12,39,48,1558
3,12,39,48,626
3,12,39,41,2976
3,12,39,48,2992
3,12,39,48,3036
3,12,32,48,2853
3,12,32,41,1163
3,12,32,237,3049
3,12,32,237,1107
3,12,32,1043,3049
3,12,32,270,1043
3,12,32,270,3046
3,12,41,237,270
3,12,237,1043,3049
3,12,32,39,1163
3,12,32,270,3049
3,12,38,39,434
3,12,39,237,589
3,12,41,310,570
3,12,39,570,1198
3,12,41,48,284
3,12,48,65,1987
3,12,36,39,604
3,12,39,48,3109
3,12,38,48,2378
3,12,39,55,170
3,12,39,41,77
3,12,48,101,522
3,12,41,310,533
3,12,39,41,1024
3,12,41,101,604
3,12,48,522,1121
3,12,48,147,255
3,12,48,179,255
3,12,39,41,3161
3,12,32,39,495
3,12,39,48,3172
3,12,41,48,940
3,12,38,48,1704
3,12,32,48,940
3,12,39,41,3172
3,12,38,41,2065
3,12,39,48,3189
3,12,38,48,1013
3,12,39,60,201
3,12,39,310,2505
3,12,36,48,60
3,12,36,39,1938
3,12,39,310,1578
3,12,48,60,1198
3,12,36,48,2505
3,12,32,39,1938
3,12,48,310,334
3,12,32,48,2505
3,12,32,39,2669
3,12,39,1062,2599
3,12,41,147,1344
3,12,32,48,3228
3,12,39,1344,1659
3,12,48,147,1344
3,12,32,39,3228
3,12,38,39,1444
3,12,32,308,309
3,12,32,308,1080
3,12,32,89,170
3,12,32,1080,1380
3,12,32,36,170
3,12,36,38,1080
3,12,48,305,3256
3,12,32,89,147
3,12,39,48,3265
3,12,48,79,170
3,12,38,41,1698
3,12,32,48,703
3,12,39,41,2802
3,12,32,309,1379
3,12,48,65,309
3,12,39,48,2665
3,12,32,308,1379
3,12,32,309,1378
3,12,48,201,352
3,12,48,101,1859
3,12,38,48,235
3,12,38,170,249
3,12,39,48,3341
3,12,39,41,3404
3,12,39,41,1999
3,12,41,48,3250
3,12,48,89,2329
3,12,41,89,1715
3,12,39,41,3420
3,12,39,48,2314
3,12,39,48,3420
3,12,48,2343,2942
3,12,39,48,2428
3,12,38,41,1027
3,12,32,38,370
3,12,39,48,679
3,12,41,48,1611
3,12,41,107,610
3,12,38,41,136
3,12,39,610,611
3,12,39,147,548
3,12,38,48,611
3,12,39,41,3476
3,12,39,41,3489
3,12,39,41,2431
3,12,32,39,1870
3,12,39,41,1251
3,12,39,1871,2013
3,12,39,48,3553
3,12,38,39,2673
3,12,32,41,606
3,12,39,48,2715
3,12,15,48,1294
3,12,39,41,3581
3,12,39,48,603
3,12,41,48,1781
3,12,41,225,3616
3,12,32,41,389
3,12,32,38,389
3,12,39,41,2471
3,12,41,48,3641
3,12,39,2776,3688
3,12,9,48,1859
3,12,32,39,1130
3,12,32,39,2554
3,12,48,107,237
3,12,48,107,2437
3,12,48,237,301
3,12,41,48,3055
3,12,32,48,351
3,12,32,65,225
3,12,39,48,3763
3,12,38,39,3411
3,12,39,48,3775
3,12,39,533,1600
3,12,32,39,228
3,12,19,39,592
3,12,32,41,2915
3,12,32,41,1086
3,12,48,475,1004
3,12,32,48,1034
3,12,32,48,1385
3,12,32,237,1385
3,12,39,48,3848
3,12,39,48,2059
3,12,48,310,2633
3,12,39,41,91
3,12,41,48,91
3,12,32,48,155
3,12,39,48,3896
3,12,48,783,1715
3,12,39,237,1578
3,12,41,48,3926
3,12,39,41,3926
3,12,39,41,3968
3,12,48,2990,2994
3,12,48,2994,3977
3,12,48,94,976
3,12,39,48,3988
3,12,39,48,2540
3,12,39,48,4000
3,12,48,65,878
3,12,9,39,856
3,12,9,39,258
3,12,36,38,161
3,12,32,41,3693
3,12,32,41,2633
3,12,32,41,2990
3,12,32,39,3693
3,12,39,60,3966
3,12,38,41,1372
3,12,32,39,597
3,12,39,237,279
3,12,48,237,2080
3,12,39,89,269
3,12,48,101,279
3,12,39,83,1143
3,12,39,48,4024
3,12,32,38,2168
3,12,39,60,352
3,12,41,94,352
3,12,23,41,60
3,12,41,352,604
3,12,39,48,4055
3,12,48,604,783
3,12,32,48,444
3,12,32,39,2212
3,12,32,48,1014
3,12,32,39,1014
3,12,9,48,255
3,12,39,48,3682
3,12,48,101,345
3,12,39,41,4011
3,12,39,48,4129
3,12,41,48,1874
3,12,48,89,2187
3,12,41,48,2559
3,12,32,48,50
3,12,38,110,370
3,12,41,48,483
3,12,39,65,1196
3,12,41,48,1564
3,12,36,38,156
3,12,38,110,1590
3,12,39,48,1054
3,12,48,60,1715
3,12,39,170,3270
3,12,48,65,1715
3,12,39,48,1886
3,12,41,48,3569
3,12,39,270,549
3,12,39,41,943
3,12,41,48,3276
3,12,32,48,56
3,12,0,32,39
3,12,0,41,48
3,12,32,41,4143
3,12,41,48,1854
3,12,39,41,845
3,12,41,165,682
3,12,32,38,185
3,12,39,41,86
3,12,32,48,3759
3,12,32,41,704
3,12,41,48,837
3,12,41,48,2408
3,12,32,48,1269
3,12,39,48,4312
3,12,32,48,4317
3,12,38,41,133
3,12,39,310,2284
3,12,32,39,2815
3,12,32,41,3411
3,12,32,39,4336
3,12,41,48,4374
3,12,39,41,4388
3,12,41,89,352
3,12,32,39,2573
3,12,32,48,2080
3,12,41,48,2573
3,12,32,38,2383
3,12,39,101,846
3,12,48,101,846
3,12,39,170,175
3,12,39,170,790
3,12,41,48,1145
3,12,41,48,1741
3,12,32,39,1741
3,12,39,41,4096
3,12,38,39,2259
3,12,39,48,4488
3,12,39,48,3053
3,12,39,48,2622
3,12,11,48,1198
3,12,39,89,426
3,12,39,41,3903
3,12,39,771,4540
3,12,32,39,1739
3,12,32,39,2091
3,12,23,38,41
3,12,39,48,4294
3,12,39,101,408
3,12,41,846,1214
3,12,39,48,2216
3,12,39,48,4595
3,12,39,604,1146
3,12,39,41,555
3,12,39,48,4632
3,12,39,41,975
3,12,38,41,1765
3,12,39,352,1715
3,12,39,1715,4107
3,12,41,48,2701
3,12,41,48,2182
3,12,48,89,1344
3,12,39,41,3763
3,12,39,89,1344
3,12,38,41,536
3,12,48,89,1146
3,12,41,89,1146
3,12,39,48,326
3,12,39,1121,1715
3,12,39,89,772
3,12,39,53,89
3,12,39,48,1574
3,12,32,41,3840
3,12,39,94,225
3,12,32,48,1096
3,12,39,3735,3977
3,12,48,3735,3977
3,12,48,2994,3693
3,12,39,2994,3693
3,12,39,260,310
3,12,48,490,571
3,12,38,48,425
3,12,39,48,4441
3,12,39,48,3598
3,12,48,166,683
3,12,41,48,2541
3,12,41,48,206
3,12,39,438,3311
3,12,39,48,4812
3,12,48,549,1004
3,12,39,48,4823
3,12,39,41,3942
3,12,48,1765,2425
3,12,39,1765,2425
3,12,39,687,1152
3,12,39,357,792
3,12,39,48,4836
3,12,38,170,371
3,12,32,41,346
3,12,32,41,921
3,12,39,41,442
3,12,48,1233,1859
3,12,39,48,3400
3,12,39,117,225
3,12,38,41,865
3,12,48,255,592
3,12,39,48,1228
3,12,41,48,4256
3,12,39,310,408
3,12,352,604,1859
3,12,41,48,4911
3,12,39,1859,4064
3,12,32,48,4207
3,12,39,41,1877
3,12,39,41,4080
3,12,48,623,1327
3,12,32,48,424
3,12,9,39,338
3,12,38,41,3799
3,12,32,39,4429
3,12,39,60,479
3,12,32,39,598
3,12,32,39,4156
3,12,48,65,175
3,12,38,48,3402
3,12,39,41,2631
3,12,38,3402,3535
3,12,39,41,4985
3,12,39,41,4430
3,12,39,48,3841
3,12,48,201,956
3,12,39,41,4464
3,12,48,89,956
3,12,39,269,338
3,12,39,41,4512
3,12,39,979,2259
3,12,41,48,3857
3,12,32,41,961
3,12,41,48,1165
3,12,32,48,4969
3,12,32,48,4198
3,12,39,48,1075
3,12,32,110,170
3,12,41,48,3221
3,12,39,48,5028
3,12,39,41,4801
3,12,41,48,4486
3,12,39,41,3642
3,12,48,175,438
3,12,39,41,1896
3,12,41,48,5062
3,12,41,48,5060
3,12,48,976,2425
3,12,39,297,1393
3,12,48,475,2958
3,12,32,39,169
3,12,39,41,3678
3,12,39,41,3912
3,12,39,48,84
3,12,32,39,1804
3,12,32,39,989
3,12,41,89,1393
3,12,39,310,2437
3,12,39,41,3245
3,12,32,65,101
3,12,23,32,101
3,12,48,1146,1715
3,12,41,48,1114
3,12,5,41,535
3,12,39,271,979
3,12,36,41,846
3,12,36,38,189
3,12,41,48,1702
3,12,32,48,581
3,12,32,48,5051
3,12,32,41,166
3,12,38,48,514
3,12,38,39,4636
3,12,32,38,260
3,12,41,48,3358
3,12,39,41,874
3,12,32,147,475
3,12,41,117,208
3,12,36,48,117
3,12,9,48,301
3,12,38,170,677
3,12,39,48,1890
3,12,32,48,1987
3,12,39,79,270
3,12,48,65,413
3,12,38,39,5248
3,12,32,48,4269
3,12,41,117,310
3,12,41,89,103
3,12,41,48,4891
3,12,48,89,103
3,12,48,103,389
3,12,38,39,215
3,12,48,225,1966
3,12,41,179,301
3,12,48,225,1233
3,12,38,41,1435
3,12,38,310,790
3,12,39,310,790
3,12,39,225,790
3,12,39,41,594
3,12,39,41,614
3,12,39,41,4720
3,12,39,48,5114
3,12,41,48,5114
3,12,39,65,264
3,12,32,41,1939
3,12,32,41,1172
3,12,39,89,677
3,12,39,65,161
3,12,32,60,89
3,12,39,60,1859
3,12,41,225,352
3,12,41,48,1771
3,12,39,48,3052
3,12,41,48,1021
3,12,39,41,5160
3,12,41,48,4131
3,12,41,48,2138
3,12,39,41,2138
3,12,38,48,1185
3,12,48,89,2056
3,12,39,89,2056
3,12,41,48,4913
3,12,39,48,2895
3,12,48,66,310
3,12,39,2854,2873
3,12,39,687,1868
3,12,48,687,1868
3,12,39,41,1868
3,12,38,170,258
3,12,38,48,1052
3,12,39,48,5440
3,12,39,89,2168
3,12,39,48,3106
3,12,48,3021,4744
3,12,39,48,5465
3,12,41,48,5472
3,12,39,41,5328
3,12,39,48,5478
3,12,32,41,45
3,12,32,41,2489
3,12,32,41,3501
3,12,39,48,2666
3,12,39,677,1327
3,12,41,48,244
3,12,39,48,2332
3,12,38,89,286
3,12,39,65,179
3,12,32,39,5154
3,12,39,1135,2238
3,12,48,548,2238
3,12,32,48,2609
3,12,41,270,1344
3,12,48,3319,3321
3,12,41,164,167
3,12,32,48,1172
3,12,39,310,798
3,12,41,48,4113
3,12,41,225,604
3,12,39,48,5594
3,12,41,271,475
3,12,41,48,4166
3,12,39,185,237
3,12,39,48,5151
3,12,39,48,1559
3,12,39,48,2960
3,12,32,39,1360
3,12,39,48,4832
3,12,41,48,96
3,12,41,1600,2168
3,12,39,41,4774
3,12,11,31,39
3,12,39,41,5653
3,12,41,48,5653
3,12,39,48,5453
3,12,41,48,5490
3,12,38,2284,2505
3,12,38,48,2951
3,12,41,48,4981
3,12,39,48,4663
3,12,32,39,1280
3,12,39,167,698
3,12,32,165,167
3,12,39,48,2438
3,12,48,237,1987
3,12,41,48,234
3,12,39,41,2129
3,12,48,89,185
3,12,41,65,237
3,12,9,48,271
3,12,48,166,682
3,12,39,208,824
3,12,41,48,1469
3,12,32,39,1257
3,12,32,41,1257
3,12,32,48,1257
3,12,39,41,655
3,12,38,39,808
3,12,39,89,861
3,12,48,225,5729
3,12,39,48,4008
3,12,41,48,4552
3,12,39,41,2402
3,12,48,60,225
3,12,39,764,2840
3,12,38,48,2080
3,12,38,310,1146
3,12,39,76,1146
3,12,9,39,1146
3,12,9,41,89
3,12,16,41,48
3,12,39,2168,5774
3,12,39,476,3981
3,12,48,310,348
3,12,48,734,1135
3,12,32,39,2561
3,12,39,48,3007
3,12,11,38,170
3,12,41,48,2210
3,12,39,48,218
3,12,41,2343,2942
3,12,41,48,3189
3,12,39,41,3189
3,12,41,170,1344
3,12,32,41,4111
3,12,41,806,1355
3,12,225,806,2991
3,12,175,178,225
3,12,175,225,2991
3,12,175,178,2991
3,12,41,225,255
3,12,41,271,806
3,12,48,178,2991
3,12,39,101,570
3,12,39,201,475
3,12,32,39,1899
3,12,10,32,41
3,12,175,270,806
3,12,270,271,806
3,12,175,271,806
3,12,39,41,4113
3,12,41,65,189
3,12,41,310,1144
3,12,37,48,237
3,12,48,310,1144
3,12,39,48,3826
3,12,38,39,3827
3,12,32,48,4779
3,12,38,39,3316
3,12,147,270,271
3,12,175,270,2238
3,12,48,259,1327
3,12,32,48,1595
3,12,41,48,2557
3,12,48,76,225
3,12,41,48,416
3,12,39,41,2942
3,12,39,41,2639
3,12,41,48,2942
3,12,41,48,511
3,12,39,48,4708
3,12,41,65,110
3,12,39,589,2238
3,12,38,41,1585
3,12,48,571,1239
3,12,41,352,1146
3,12,48,76,1146
3,12,48,101,916
3,12,39,225,1578
3,12,38,48,1143
3,12,32,39,682
3,12,48,65,272
3,12,32,48,1143
3,12,38,39,932
3,12,32,39,583
3,12,48,352,1121
3,12,39,48,4258
3,12,39,48,5700
3,12,32,48,704
3,12,32,41,1355
3,12,39,60,2238
3,12,41,79,3616
3,12,38,48,5729
3,12,38,175,1355
3,12,38,39,2406
3,12,39,225,1026
3,12,39,249,271
3,12,48,270,310
3,12,48,270,5728
3,12,41,718,1043
3,12,39,48,680
3,12,48,78,237
3,12,39,179,310
3,12,9,39,1121
3,12,39,41,4435
3,12,41,147,208
3,12,41,48,655
3,12,39,237,764
3,12,39,41,4771
3,12,41,89,1121
3,12,39,41,5948
3,12,39,41,2054
3,12,11,41,310
3,12,39,48,4393
3,12,39,48,4080
3,12,39,65,789
3,12,41,48,98
3,12,48,1146,1956
3,12,39,48,1657
3,12,32,48,643
3,12,39,270,5728
3,12,39,48,618
3,12,39,48,4076
3,12,39,533,1859
3,12,41,48,3761
3,12,39,168,237
3,12,39,225,548
3,12,32,48,4643
3,12,39,161,310
3,12,39,41,5570
3,12,39,41,2785
3,12,41,179,824
3,12,48,185,201
3,12,41,592,1198
3,12,39,48,362
3,12,32,39,222
3,12,39,48,996
3,12,41,48,835
3,12,165,682,684
3,12,41,48,3668
3,12,9,36,38
3,12,9,39,352
3,12,39,48,6359
3,12,39,41,5341
3,12,48,65,623
3,12,48,623,5782
3,12,39,65,675
3,12,48,65,1966
3,12,32,39,1987
3,12,41,48,1019
3,12,48,117,1765
3,12,38,39,2375
3,12,39,41,3872
3,12,48,5147,6356
3,12,38,41,772
3,12,32,39,262
3,12,38,41,675
3,12,32,41,806
3,12,39,41,3035
3,12,38,48,4070
3,12,41,48,1899
3,12,32,39,893
3,12,32,39,3965
3,12,32,48,2788
3,12,39,438,2225
3,12,237,352,1859
3,12,32,39,647
3,12,36,38,647
3,12,41,664,1327
3,12,39,41,4503
3,12,38,41,916
3,12,9,41,475
3,12,38,41,2056
3,12,32,48,2812
3,12,48,65,2425
3,12,39,48,317
3,12,39,783,1859
3,12,38,309,1269
3,12,48,101,1867
3,12,39,65,4883
3,12,39,65,544
3,12,41,65,76
3,12,48,1219,4433
3,12,38,48,3537
3,12,38,39,3537
3,12,39,699,1533
3,12,12,32,39
3,12,39,48,6244
3,12,32,237,475
3,12,41,48,3021
3,12,32,39,684
3,12,48,3742,5346
3,12,32,41,1143
3,12,41,48,2861
3,12,38,48,2861
3,12,39,41,59
3,12,41,3402,3537
3,12,48,2241,4070
3,12,39,48,1924
3,12,32,39,805
3,12,32,39,1619
3,12,39,41,1834
3,12,39,41,2837
3,12,41,48,169
3,12,39,41,2740
3,12,41,48,2393
3,12,32,39,2393
3,12,32,136,1067
3,12,18,39,89
3,12,48,89,297
3,12,32,39,5767
3,12,48,255,1146
3,12,39,48,3676
3,12,41,48,779
3,12,32,89,475
3,12,32,48,5943
3,12,41,48,4037
3,12,39,48,6737
3,12,39,41,7284
3,12,38,41,534
3,12,32,39,534
3,12,41,48,2651
3,12,39,1914,2651
3,12,32,310,1859
3,12,48,65,488
3,12,39,48,5301
3,12,41,48,3202
3,12,32,39,2469
3,12,39,41,7336
3,12,41,65,407
3,12,32,48,262
3,12,39,41,5830
3,12,41,48,957
3,12,19,39,237
3,12,48,687,4833
3,12,687,1868,6082
3,12,687,4833,6082
3,12,48,4833,6082
3,12,1152,4833,6082
3,12,48,1868,6082
3,12,48,1152,4833
3,12,27,39,41
3,12,39,1327,2238
3,12,41,48,1646
3,12,32,48,490
3,12,41,396,910
3,12,32,65,772
3,12,41,48,4087
3,12,41,48,3660
3,12,32,41,1020
3,12,48,78,1393
3,12,41,136,1067
3,12,39,41,2039
3,12,32,39,1209
3,12,41,48,6582
3,12,32,41,887
3,12,39,846,2440
3,12,48,65,846
3,12,39,533,1146
3,12,38,41,1930
3,12,39,41,4256
3,12,38,48,1585
3,12,32,48,6120
3,12,48,79,3616
3,12,39,48,4412
3,12,39,225,1354
